Pt1	Int32	String	Text	StringEnum	Int32	StringEnum	String	String	Int32	String	Int32	Int32	Int32	String	Int32	Int32	Char
	No	Empresa	UEB/OC	Provincia	UEB Alimatic	Sist. Cont	Migración	Nómina	C	Real	Plan	ADSL	PAP	Aumento	Maq Env	PLC	S
	10	C. Lácteos Habana	Moralitos	La Habana	0	Sicema SQL		VERSAT	1		128			128			G
	10	C. Lácteos Habana	Envalac	La Habana	0	Sicema SQL		VERSAT	1					0			G
	8	Cárnica Habana	Empacadora El Tigre	La Habana	0	Sicema	01/06/2017	CITMATEL	1					0			G
	21	Molinera	Molino Antilla	Holguín	0	Sicema SQL		SQL	5	128		1	1	-128			G
	21	Molinera	Cereales Santiago	Santiago de Cuba	0	Sicema SQL		SQL	5	128		1		-128			G
	22	ALIBEC	Oficina Central	La Habana	0	Sicema SQL		SQLA	5	128		1		-128			G
	41	PESCAHABANA	Oficina Central	Mayabeque	0	Siscomip	01/10/2017	SQL	5	128		1		-128			G
	41	PESCAHABANA	Logística	Mayabeque	0	Siscomip	01/10/2017	SQL	5					0			G
	41	PESCAHABANA	Extractiva	Mayabeque	0	Siscomip	01/10/2017	SQL	5					0			G
	41	PESCAHABANA	Técnica	Mayabeque	0	Siscomip	01/10/2017	SQL	5					0			G
	41	PESCAHABANA	Industria	Mayabeque	0	Siscomip	01/10/2017	SQL	5					0			G
	41	PESCAHABANA	Cabañas	Artemisa	0	Siscomip	01/10/2017	SQL	5				1	0			G
	42	ACUABANA	Oficina Central	Mayabeque	0	Siscomip	01/11/2017	SQL	5	128		1		-128			G
	40	MAR Y PESCA	No tiene	La Habana	0	Siscomip	01/06/2017	SQL	5	256	512	1		256			G
	42	ACUABANA	Mauripez	Mayabeque	0	Siscomip	01/11/2017	SQL	5					0			G
	42	ACUABANA	Mampez	Mayabeque	0	Siscomip	01/11/2017	SQL	5					0			G
	42	ACUABANA	Rotipez	Mayabeque	0	Siscomip	01/11/2017	SQL	5					0			G
	42	ACUABANA	Servihabana	Mayabeque	0	Siscomip	01/11/2017	SQL	5					0			G
	43	Cárnica Nueva Paz	No tiene	Mayabeque	0	Sicema SQL	01/04/2017	DESOFT	1	128		1		-128			G
	44	Cárnica Matanza	Oficina Central	Matanzas	0	Sicema SQL		SQLA	5	128		1		-128			G
	44	Cárnica Matanza	Reynold García	Matanzas	0	Sicema SQL		SQLA	5					0			G
	44	Cárnica Matanza	Ciro Redondo	Matanzas	0	Sicema SQL		SQLA	5					0			G
	42	ACUABANA	Habanapez	Mayabeque	0	Siscomip	01/11/2017	SQL	5					0			G
	39	ESEP	Agencia No.11 Santiago de Cuba	Santiago de Cuba	0	Sicema SQL		DESOFT	1	64		1		-64			G
	39	ESEP	Agencia No.10 Villa Clara	Villa Clara	0	Sicema SQL		SQLA	5				2	0			G
	39	ESEP	Agencia No.9 Cardenas	Matanzas	0	Sicema SQL		SQLA	5					0			G
	36	IDS	Montaje y Servicios Electromecánicos Camagüey	Camaguey	0	Sicema SQL		SQL	5				2	0			G
	36	IDS	Diseño y Servicios de Ingeniería de Granma	Granma	0	Sicema SQL		SQLA	5				1	0			G
	37	ALIMPEX	No tiene	La Habana	0	Sicema SQL	01/04/2017	SQL	5	512		1	1	-512			G
	38	SERIC	Oficina Central	La Habana	0	Siscomip	01/11/2017	SQL	5	128	256	1	1	128			G
	38	SERIC	Occidente	La Habana	0	Siscomip	01/11/2017	SQL	5				1	0			G
	38	SERIC	Servicios Generales	La Habana	0	Siscomip	01/11/2017	SQL	5				1	0			G
	38	SERIC	Villa  Clara	Villa Clara	0	Siscomip	01/10/2017	SQL	5				2	0			G
	38	SERIC	Oriente	Holguín	0	Siscomip	01/11/2017	SQL	5		64			64			G
	39	ESEP	Oficina Central	La Habana	0	Sicema SQL		DESOFT	1	256		1	1	-256			G
	39	ESEP	Agencia No.1 Cap. y Habilitacion	La Habana	0	Sicema SQL		DESOFT	1					0			G
	39	ESEP	Agencia No.2 Serv. Téc.	La Habana	0	Sicema SQL		DESOFT	1					0			G
	39	ESEP	Agencia No.4 Habana Oeste	La Habana	0	Sicema SQL		DESOFT	1					0			G
	39	ESEP	Agencia No.5 Puerto Habana	La Habana	0	Sicema SQL	01/04/2017	DESOFT	1					0			G
	39	ESEP	Agencia No.6  Habana Centro	La Habana	0	Sicema SQL		DESOFT	1				1	0			G
	39	ESEP	Agencia No.7 Habana Este	La Habana	0	Sicema SQL		DESOFT	1					0			G
	39	ESEP	Agencia No.3 Isla de la Juventud	Isla de la Juventud	0	Sicema SQL		DESOFT	1				1	0			G
	39	ESEP	Agencia No.8 Matanzas	Matanzas	0	Sicema SQL		SQLA	5					0			G
	44	Cárnica Matanza	Mario Martínez Arara	Matanzas	0	Sicema SQL		SQLA	5					0			G
	36	IDS	Diseño y Servicios de Ingeniería Villa Clara	Villa Clara	0	Sicema SQL		SQLA	5				3	0			G
	44	Cárnica Matanza	Comercializadora	Matanzas	0	Sicema SQL		SQLA	5	64		1		-64			G
	45	Lácteos Matanza	Combinado Lácteo Cárdenas.	Matanzas	0	Sicema SQL		SQLA	5					0			G
	48	Lácteos Escambray	Mantenimiento	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	48	Lácteos Escambray	Transporte	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	48	Lácteos Escambray	Comercial	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	48	Lácteos Escambray	Servicios Generales	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	49	EPICIEN	Oficina Central	Cienfuegos	0	Sicema SQL		SQL	5	128	512	1		384			G
	49	EPICIEN	Capsur	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	49	EPICIEN	Escasur	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	48	Lácteos Escambray	Aseguramiento	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	49	EPICIEN	Indusur	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	3	Bebidas Pinar del Río	Ron “El Valle”	Pinar del Río	0	Sicema SQL		SQL	5				1	0			G
	49	EPICIEN	Acuarodas	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	49	EPICIEN	Culticien	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	49	EPICIEN	Provejagua	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	50	Cárnica Villa Clara	Oficina Central	Villa Clara	0	Sicema SQL		DISAIC	1	128		1		-128			G
	50	Cárnica Villa Clara	Aseguramiento	Villa Clara	0	Sicema SQL		DISAIC	1				1	0			G
	50	Cárnica Villa Clara	Chichi Padrón	Villa Clara	0	Sicema SQL		DISAIC	1				1	0			G
	49	EPICIEN	Fricom	Cienfuegos	0	Sicema SQL		SQL	5					0			G
	48	Lácteos Escambray	Producción de Leche y Derivados de la Soya	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	48	Lácteos Escambray	Quesos	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	48	Lácteos Escambray	Helados	Cienfuegos	0	Sicema SQL		SQLA	5	1024d				#VALUE!			G
	45	Lácteos Matanza	Combinado Lácteo de Colon.	Matanzas	0	Sicema SQL		SQLA	5					0			G
	45	Lácteos Matanza	Combinado Lácteo de Matanzas.	Matanzas	0	Sicema SQL		SQLA	5					0			G
	45	Lácteos Matanza	Agencia Varadero	Matanzas	0	Sicema SQL		SQLA	5	64		1		-64			G
	46	PESCAMAT	Oficina Central	Matanzas	0	Siscomip	01/09/2017	SQL	5	64	128	1		64			G
	46	PESCAMAT	Comercial y Distribución	Matanzas	0	Siscomip	01/09/2017	SQL	5				1	0			G
	46	PESCAMAT	Acuícola Limonar	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	46	PESCAMAT	Acuícola Jovellanos	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	46	PESCAMAT	Acuícola Colón	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	46	PESCAMAT	Los Molinos.	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	46	PESCAMAT	Alevinaje Calimete	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	46	PESCAMAT	Extractiva e Industrial Cárdenas	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	46	PESCAMAT	Extractiva Ciénaga de Zapata	Matanzas	0	Siscomip	01/09/2017	SQL	5					0			G
	47	Cárnica Cienfuegos	Oficina Central	Cienfuegos	0	Sicema SQL		DESOFT	1	256	512	1		256			G
	47	Cárnica Cienfuegos	Producción	Cienfuegos	0	Sicema SQL		DESOFT	1					0			G
	47	Cárnica Cienfuegos	Aseguramiento	Cienfuegos	0	Sicema SQL		DESOFT	1					0			G
	47	Cárnica Cienfuegos	Ventas	Cienfuegos	0	Sicema SQL		DESOFT	1					0			G
	48	Lácteos Escambray	Oficina Central	Cienfuegos	0	Sicema SQL		SQLA	5	1024		1		-1024			G
	45	Lácteos Matanza	Oficina Central	Matanzas	0	Sicema SQL		SQLA	5	128		1		-128			G
	36	IDS	Soluciones Constructivas y Acabado	La Habana	0	Sicema SQL		SQLA	5				1	0			G
	36	IDS	Diseño Grafico	La Habana	0	Sicema SQL		SQL	5	128		1	1	-128			G
	36	IDS	Diseño Habana	La Habana	0	Sicema SQL		SQLA	5	64	1024	1		960			G
	26	PRODAL	Planta de P.Varios	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	26	PRODAL	Logística	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	26	PRODAL	Aseg.Técnico	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	26	PRODAL	Calidad, Tecnica  y Desarrollo	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	26	PRODAL	Seg .Prot y Serv Gral.	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	27	PROPES	Oficina Central	La Habana	0	Siscomip	01/09/2017	SQL	5	128		1	1	-128			G
	27	PROPES	Almacenes y Transporte	La Habana	0	Siscomip	01/09/2017	SQL	5				2	0			G
	26	PRODAL	Planta de Conformado	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	27	PROPES	Comercial	La Habana	0	Siscomip	01/09/2017	SQL	5				1	0			G
	27	PROPES	Abapesca	Camaguey	0	Siscomip	01/09/2017	SQL	5				1	0			G
	27	PROPES	Alisur	Camaguey	0	Siscomip	01/09/2017	SQL	5	64		1		-64			G
	27	PROPES	Abagran	Granma	0	Siscomip	01/10/2017	SQL	5				1	0			G
	28	COPMAR	Oficina Central	La Habana	0	Siscomip	01/11/2017	SQL	5	256		2		-256			G
	28	COPMAR	Comercial Congelados de La Habana.	La Habana	0	Siscomip	01/11/2017	SQL	5	256d				#VALUE!			G
	28	COPMAR	Servicios de Calidad	La Habana	0	Siscomip	01/11/2017	SQL	5	256d				#VALUE!			G
	28	COPMAR	Servicios a la Comercialización	La Habana	0	Siscomip	01/11/2017	SQL	5	256d				#VALUE!			G
	27	PROPES	Abacen	Villa Clara	0	Siscomip	01/05/2017	SQL	5				1	0			G
	26	PRODAL	Planta de Embutido	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	26	PRODAL	Comercialización	La Habana	0	Siscomip	01/07/2017	SQL	5	1024d				#VALUE!			G
	26	PRODAL	Oficina Central	La Habana	0	Siscomip	01/07/2017	SQL	5	1024		1		-1024			G
	22	ALIBEC	La Polar	La Habana	0	Sicema SQL		SQLA	5	128d				#VALUE!			G
	23	Flogolfo	Oficina Central	La Habana	0	Siscomip	01/08/2017	SQL	5	64		1	1	-64			G
	23	Flogolfo	Logística y Ventas	La Habana	0	Siscomip	01/08/2017	SQL	5	64d			1	#VALUE!			G
	23	Flogolfo	Producción	La Habana	0	Siscomip	01/08/2017	SQL	5	64d				#VALUE!			G
	23	Flogolfo	Técnica	La Habana	0	Siscomip	01/08/2017	SQL	5	64d				#VALUE!			G
	24	EDTA	Oficina Central	Mayabeque	0	Siscomip	01/08/2017	SQL	5	256		1		-256			G
	24	EDTA	El Dique	La Habana	0	Siscomip	01/08/2017	SQL	5					0			G
	24	EDTA	Mampostón	Mayabeque	0	Siscomip	01/08/2017	SQL	5					0			G
	25	Camarón	Oficina Central	La Habana	0	Sicema SQL		SQL	5	256		1		-256			G
	25	Camarón	Logistica	La Habana	0	Siscomip	01/11/2017	SQL	5					0			G
	25	Camarón	Yaguacam	Cienfuegos	0	Siscomip	01/10/2017	SQL	5				1	0			G
	25	Camarón	Cultizaza	Sancti Spíritus	0	Siscomip	01/07/2017	SQL	5	64		1		-64			G
	25	Camarón	Cultisur y Logística	Camaguey	0	Siscomip	01/09/2017	SQL	5	64		1		-64			G
	25	Camarón	Sanros	Las Tunas	0	Siscomip	01/09/2017	SQL	5	64		1		-64			G
	25	Camarón	Calisur	Granma	0	Siscomip	01/10/2017	SQL	5	64		1		-64			G
	25	Camarón	Guajaca	Holguín	0	Siscomip	01/10/2017	SQL	5	64		1		-64			G
	25	Camarón	Centro Desove Manzanillo	Granma	0	Siscomip	01/10/2017	SQL	5					0			G
	28	COPMAR	Comercial Congelados de  Santiago de Cuba	Santiago de Cuba	0	Siscomip	01/11/2017	SQL	5		64			64			G
	29	CEPRONA	Oficina Central	La Habana	0	Siscomip	01/11/2017	SQL	5	256		1		-256			G
	29	CEPRONA	Proyecto	La Habana	0	Siscomip	01/11/2017	SQL	5	256d			1	#VALUE!			G
	29	CEPRONA	Chullima	La Habana	0	Siscomip	01/11/2017	SQL	5					0			G
	32	ATLAS	Logística y Aseguramiento	La Habana	0	Sicema SQL		SQL	5	256d				#VALUE!			G
	33	ALIMATIC	Oficina Central	La Habana	0	Sicema SQL		SQL	5	2048		1		-2048			G
	33	ALIMATIC	Alimatic Habana	La Habana	0	Sicema SQl		SQL	5	2048d			1	#VALUE!			G
	33	ALIMATIC	Alimatic Pinar del Rio	Pinar del Río	0	Sicema SQL		SQL	5	512		1		-512			G
	33	ALIMATIC	Alimatic Villa Clara	Villa Clara	0	Sicema SQl		SQL	5	1024		2	1	-1024			G
	33	ALIMATIC	Alimatic Camaguey	Camaguey	0	Sicema SQl		SQL	5	1024		1		-1024			G
	33	ALIMATIC	Alimatic  Oriente	Granma	0	Sicema SQL		SQL	5	1536		3	1	-1536			G
	34	EMSERVA	Oficina Central	La Habana	0	Siscomip	01/11/2017	SQL	5	640		2		-640			G
	34	EMSERVA	Alimentación y logística	La Habana	0	Siscomip	01/11/2017	SQL	5	64	512	1		448			G
	34	EMSERVA	Transporte	La Habana	0	Siscomip	01/11/2017	SQL	5	512d				#VALUE!			G
	34	EMSERVA	Mantenimiento Constructivo	La Habana	0	Siscomip	01/11/2017	SQL	5				1	0			G
	35	COMELEC	Oficina Central	La Habana	0	Siscomip	01/10/2017	SQL	5	256		1		-256			G
	35	COMELEC	Inoxidable	La Habana	0	Siscomip	01/10/2017	SQL	5		128		1	128			G
	35	COMELEC	Acero al Carbono (ACECAR)	La Habana	0	Siscomip	01/10/2017	SQL	5	128		1	1	-128			G
	35	COMELEC	Producciones Mecánicas Villa Clara	Villa Clara	0	Siscomip	01/11/2017	SQL	5	128		1	4	-128			G
	35	COMELEC	Producciones Mecánicas Matanzas	Matanzas	0	Siscomip	01/11/2017	SQL	5	128		1	1	-128			G
	36	IDS	Oficina Central	La Habana	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	32	ATLAS	Técnica	La Habana	0	Sicema SQL		SQL	5	256d				#VALUE!			G
	50	Cárnica Villa Clara	Salamina	Villa Clara	0	Sicema SQL		DISAIC	1				1	0			G
	32	ATLAS	Transporte Isotérmico	La Habana	0	Sicema SQL		SQL	5	256d				#VALUE!			G
	32	ATLAS	Oficina Central	La Habana	0	Sicema SQL		SQL	5	256		1		-256			G
	29	CEPRONA	Astigal	La Habana	0	Siscomip	01/11/2017	SQL	5				2	0			G
	29	CEPRONA	Navalec	La Habana	0	Siscomip	01/11/2017	SQL	5				1	0			G
	29	CEPRONA	Astisur	Cienfuegos	0	Siscomip	01/11/2017	SQL	5	64		1		-64			G
	29	CEPRONA	Astinor	Holguín	0	Siscomip	01/10/2017	SQL	5	64		1		-64			G
	29	CEPRONA	Astigolf	Granma	0	Siscomip	01/10/2017	SQL	5	64		1		-64			G
	30	CARIBEX	Oficina Central	La Habana	0	Siscomip	01/09/2017	SQL	5	1024		1	1	-1024			G
	30	CARIBEX	Aseguramiento	La Habana	0	Siscomip	01/09/2017	SQL	5	1024d				#VALUE!			G
	30	CARIBEX	Importaciones	La Habana	0	Siscomip	01/11/2017	SQL	5	1024d				#VALUE!			G
	30	CARIBEX	Exportaciones	La Habana	0	Siscomip	01/09/2017	SQL	5	1024d				#VALUE!			G
	30	CARIBEX	Mercado y Desarrollo	La Habana	0	Siscomip	01/09/2017	SQL	5	1024d				#VALUE!			G
	30	CARIBEX	Operaciones Portuarias	La Habana	0	Siscomip	01/09/2017	SQL	5	1024d	512			#VALUE!			G
	31	PESCARIBE	Oficina Central	La Habana	0	Siscomip	01/11/2017	SQL	5	128		1		-128			G
	31	PESCARIBE	Territorial de Venta Habana	La Habana	0	Siscomip	01/11/2017	SQL	5	64		1		-64			G
	31	PESCARIBE	Almacén Mayorista	La Habana	0	Siscomip	01/11/2017	SQL	5					0			G
	31	PESCARIBE	Territorial de Venta Varadero	Matanzas	0	Siscomip	01/10/2017	SQL	5	64		1		-64			G
	31	PESCARIBE	Territorial de Venta Ciego de Avila	Ciego de Ávila	0	Siscomip	01/09/2017	SQL	5	64		1		-64			G
	31	PESCARIBE	Territorial de Venta Holguin	Holguín	0	Siscomip	01/10/2017	SQL	5	64		1		-64			G
	32	ATLAS	Transporte Refrigerado	La Habana	0	Sicema SQL		SQL	5	256d				#VALUE!			G
	49	EPICIEN	Alguar	Cienfuegos	0	Sicema SQL		SQL	5					0			G
