Pt1	Int32	String	Text	StringEnum	Int32	StringEnum	String	String	Int32	String	Int32	Int32	Int32	String	Int32	Int32	Char
	No	Empresa	UEB/OC	Provincia	UEB Alimatic	Sist. Cont	Migración	Nómina	C	Real	Plan	ADSL	PAP	Aumento	Maq Env	PLC	S
	91	EPA Isla	Lacteo	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5				1	0			G
	91	EPA Isla	Cárnico	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5				1	0			G
	92	PESCAISLA	Oficina Central	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5	256		1		-256			G
	92	PESCAISLA	Islamar	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5					0			G
	92	PESCAISLA	Induisla	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5					0			G
	92	PESCAISLA	Acuisla	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5					0			G
	92	PESCAISLA	Tecnisla	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5					0			G
	92	PESCAISLA	Servisla	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5					0			G
	92	PESCAISLA	Islacomer	Isla de la Juventud	0	Siscomip	01/10/2017	SQL	5					0			G
	93	PESCATUN	Oficina Central	Las Tunas	0	Siscomip	01/07/2017	SQL	5	64	128	1		64			G
	93	PESCATUN	Puerto Padre	Las Tunas	0	Siscomip	01/07/2017	SQL	5					0			G
	93	PESCATUN	Guayabal	Las Tunas	0	Siscomip	01/07/2017	SQL	5					0			G
	89	Cárnica Guantánamo	Aseguramiento y Trasnporte	Guantánamo	0	Sicema SQL		SQL	5					0			G
	83	Lácteos Santiago de Cuba		Santiago de Cuba	0	Sicema SQL		SQL	5					0			G
	83	Lácteos Santiago de Cuba	Oficina Central	Santiago de Cuba	0	Sicema SQL		SQL	5	128		1		-128			G
	82	Cárnica Santiago de Cuba	Aseg	Santiago de Cuba	0	Sicema SQL	01/05/2017	SQL	5					0			G
	75	Lácteos Holguín	Servicios Generales	Holguín	0	Sicema SQL		SQL	5					0			G
	76	PESCAHOL	Oficina Central	Holguín	0	Sicema SQL	01/06/2017	SQL	5	128		1		-128			G
	76	PESCAHOL	Comar	Holguín	0	Sicema SQL	01/06/2017	SQL	5					0			G
	76	PESCAHOL	Pescanipe	Holguín	0	Sicema SQL	01/06/2017	SQL	5					0			G
	76	PESCAHOL	Acuanipe	Holguín	0	Sicema SQL	01/06/2017	SQL	5					0			G
	76	PESCAHOL	Conchazul	Holguín	0	Sicema SQL	01/06/2017	SQL	5					0			G
	76	PESCAHOL	Logística	Holguín	0	Sicema SQL	01/06/2017	SQL	5					0			G
	75	Lácteos Holguín	Fábrica de Helados Banes	Holguín	0	Sicema SQL		SQL	5					0			G
	77	Cárnica Granma	Oficina Central	Granma	0	Sicema SQL		DESOFT	1	128	512	1		384			G
	77	Cárnica Granma	Cárnico Bayamo	Granma	0	Sicema SQL		DESOFT	1					0			G
	77	Cárnica Granma	Cárnico ¨Raúl Chacón Jorge¨	Granma	0	Sicema SQL		DESOFT	1		128			128			G
	77	Cárnica Granma	Cárnico ¨Inocencio Blackwood Iborraja¨	Granma	0	Sicema SQL		DESOFT	1		128			128			G
	78	Lácteos Bayamo	Oficina Central	Granma	0	Sicema SQL		SQLA	5	1024		1		-1024			G
	78	Lácteos Bayamo	Lácteos Bayamo	Granma	0	Sicema SQL		SQLA	5					0			G
	78	Lácteos Bayamo	Dietéticos Bayamo	Granma	0	Sicema SQL		SQLA	5					0			G
	78	Lácteos Bayamo	El Alba	Granma	0	Sicema SQL		SQLA	5					0			G
	77	Cárnica Granma	Logística	Granma	0	Sicema SQL		DESOFT	1					0			G
	75	Lácteos Holguín	Fábrica de Helados Mayarí	Holguín	0	Sicema SQL		SQL	5					0			G
	75	Lácteos Holguín	Acopio de leche y distribución de productos lácteos	Holguín	0	Sicema SQL		SQL	5					0			G
	75	Lácteos Holguín	Combinado lacteo Moa	Holguín	0	Sicema SQL		SQL	5					0			G
	73	Lácteos Las Tunas	Jesus Menendes	Las Tunas	0	Sicema SQL		SQL	5					0			G
	73	Lácteos Las Tunas	Manati	Las Tunas	0	Sicema SQL		SQL	5					0			G
	73	Lácteos Las Tunas	Jobabo	Las Tunas	0	Sicema SQL		SQL	5					0			G
	73	Lácteos Las Tunas	Colombia	Las Tunas	0	Sicema SQL		SQL	5					0			G
	73	Lácteos Las Tunas	Amancio	Las Tunas	0	Sicema SQL		SQL	5					0			G
	73	Lácteos Las Tunas	Majibacoa	Las Tunas	0	Sicema SQL		SQL	5					0			G
	74	Cárnica Holguín	Oficina Central	Holguín	0	Sicema SQL		DESOFT	1	128	1024	1		896			G
	74	Cárnica Holguín	Combinado Felipe Fuentes	Holguín	0	Sicema SQL		DESOFT	1				1	0			G
	74	Cárnica Holguín	Producciones Especiales	Holguín	0	Sicema SQL		DESOFT	1				1	0			G
	74	Cárnica Holguín	Abastecimiento y Transporte	Holguín	0	Sicema SQL		DESOFT	1				1	0			G
	74	Cárnica Holguín	Combinado Martires del Corynthia	Holguín	0	Sicema SQL		DESOFT	1				1	0			G
	74	Cárnica Holguín	Frank País	Holguín	0	Sicema SQL		DESOFT	1				1	0			G
	74	Cárnica Holguín	Alberto Hernandez Cano	Holguín	0	Sicema SQL		DESOFT	1				1	0			G
	75	Lácteos Holguín	Oficina Central	Holguín	0	Sicema SQL		SQL	5	128		1		-128			G
	75	Lácteos Holguín	Combinado Lácteo “Rafael Freyre Torres”	Holguín	0	Sicema SQL		SQL	5					0			G
	75	Lácteos Holguín	Fábrica de QuesosVarios	Holguín	0	Sicema SQL		SQL	5					0			G
	75	Lácteos Holguín	Combinado lacteo Levisa	Holguín	0	Sicema SQL		SQL	5					0			G
	78	Lácteos Bayamo	La Hacienda	Granma	0	Sicema SQL		SQLA	5					0			G
	78	Lácteos Bayamo	Lácteos Manzanillo	Granma	0	Sicema SQL		SQLA	5	256		1		-256			G
	78	Lácteos Bayamo	Lácteos Media Luna	Granma	0	Sicema SQL		SQLA	5	256		1		-256			G
	78	Lácteos Bayamo	Servicios Generales	Granma	0	Sicema SQL		SQLA	5					0			G
	80	EPIGRAN	Serconiq	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	80	EPIGRAN	Astiniq	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	80	EPIGRAN	Induniq	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	80	EPIGRAN	Escabo	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	81	PESCAGRAN	Oficina Central	Granma	0	Siscomip	01/06/2017	SQL	5	128		1		-128			G
	81	PESCAGRAN	Acuipaso	Granma	0	Siscomip	01/06/2017	SQL	5		128		1	128			G
	81	PESCAGRAN	Incobay	Granma	0	Siscomip	01/06/2017	SQL	5		128		1	128			G
	81	PESCAGRAN	Acuirriba	Granma	0	Siscomip	01/06/2017	SQL	5		128		1	128			G
	81	PESCAGRAN	Pescauto	Granma	0	Siscomip	01/06/2017	SQL	5		128		1	128			G
	81	PESCAGRAN	Codisman	Granma	0	Siscomip	01/06/2017	SQL	5		128		1	128			G
	81	PESCAGRAN	Logística	Granma	0	Siscomip	01/06/2017	SQL	5					0			G
	82	Cárnica Santiago de Cuba	Oficina Central	Santiago de Cuba	0	Sicema SQL	01/04/2017	SQL	5		128			128			G
	82	Cárnica Santiago de Cuba	El Cristo	Santiago de Cuba	0	Sicema SQL	01/05/2017	SQL	5					0			G
	82	Cárnica Santiago de Cuba	Servicios Generales	Santiago de Cuba	0	Sicema SQL	01/04/2017	SQL	5					0			G
	82	Cárnica Santiago de Cuba	Turismo	Santiago de Cuba	0	Sicema SQL	01/05/2017	SQL	5					0			G
	82	Cárnica Santiago de Cuba	Aseguramiento	Santiago de Cuba	0	Sicema SQL	01/04/2017	SQL	5					0			G
	82	Cárnica Santiago de Cuba	Carlos Veloz	Santiago de Cuba	0	Sicema SQL	01/05/2017	SQL	5					0			G
	80	EPIGRAN	Extraniq	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	50	Cárnica Villa Clara	Osvaldo Herrera	Villa Clara	0	Sicema SQL		DISAIC	1				1	0			G
	80	EPIGRAN	Técnica Manzanillo	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	80	EPIGRAN	Comercial	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	78	Lácteos Bayamo	Comercialización de Insumos	Granma	0	Sicema SQL		SQLA	5					0			G
	78	Lácteos Bayamo	Transporte para el Acopio	Granma	0	Sicema SQL		SQLA	5					0			G
	78	Lácteos Bayamo	Transporte para la Distribución	Granma	0	Sicema SQL		SQLA	5					0			G
	79	Bebidas Granma	Oficina Central	Granma	0	Sicema SQL		SQL	5	1024		1		-1024			G
	79	Bebidas Granma	Vinos Bayamo	Granma	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Refrescos y Hielo Bayamo	Granma	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Comercial Granma	Granma	0	Sicema SQL		SQL	5		256		1	256			G
	79	Bebidas Granma	Ron Pinilla	Granma	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Refrescos Manzanillo	Granma	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Operaciones Granma	Granma	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Refrescos Holguín	Holguín	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Combinado Pedro Díaz Coello	Holguín	0	Sicema SQL		SQL	5		128		1	128			G
	79	Bebidas Granma	Comercial Holguín	Holguín	0	Sicema SQL		SQL	5		256		1	256			G
	79	Bebidas Granma	Operaciones Holguin	Holguín	0	Sicema SQL		SQL	5		128		1	128			G
	80	EPIGRAN	Oficina Central	Granma	0	Siscomip	01/07/2017	SQL	5	128	512	1		384			G
	80	EPIGRAN	Extractiva Mzllo	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	80	EPIGRAN	Industria Manzanillo	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	80	EPIGRAN	Logística y servicios	Granma	0	Siscomip	01/07/2017	SQL	5					0			G
	3	Bebidas Pinar del Río	Refrescos “Orlando Nodarse”	Pinar del Río	0	Sicema SQL		SQL	5				1	0			G
	50	Cárnica Villa Clara	Alamo	Villa Clara	0	Sicema SQL		DISAIC	1				2	0			G
	50	Cárnica Villa Clara	Lorenzo González	Villa Clara	0	Sicema SQL		DISAIC	1				1	0			G
	15	Bebidas Habana	Oficina Central	La Habana	0	Sicema SQL		DESOFT	1		256		9	256			G
	15	Bebidas Habana	Ronera Occidental	La Habana	0	Sicema	01/06/2017	DESOFT	1				1	0			G
	15	Bebidas Habana	Cubay	La Habana	0	Sicema SQL	01/03/2017	DESOFT	1				1	0			G
	15	Bebidas Habana	Metropolitana	La Habana	0	Sicema SQL	01/05/2017	DESOFT	1				1	0			G
	15	Bebidas Habana	Latinoamericano	La Habana	0	Sicema SQL	01/06/2017	DESOFT	1				1	0			G
	15	Bebidas Habana	Vinatera Occidental	La Habana	0	Sicema SQL		DESOFT	1				1	0			G
	15	Bebidas Habana	Vinagre Deleite	La Habana	0	Sicema SQL	01/06/2017	DESOFT	1				1	0			G
	14	ASECAR	La Serafina	Mayabeque	0	Sicema SQL		SQL	5					0			G
	15	Bebidas Habana	Concentrados	La Habana	0	Sicema SQL		DESOFT	1				1	0			G
	15	Bebidas Habana	Hielo	La Habana	0	Sicema SQL	01/06/2017	DESOFT	1				1	0			G
	15	Bebidas Habana	Logística	La Habana	0	Sicema SQL		DESOFT	1				1	0			G
	15	Bebidas Habana	La Cotorra	La Habana	0	Sicema	01/06/2017	DESOFT	1				1	0			G
	15	Bebidas Habana	Bebidas y Refrescos Isla de la Juventud	Isla de la Juventud	0	Sicema	01/06/2017	DESOFT	1				1	0			G
	16	Bebidas Mayabeque	Oficina Central	La Habana	0	Sicema SQL		SQLA	5	128	256	1		128			G
	16	Bebidas Mayabeque	Operaciones	La Habana	0	Sicema SQL		SQLA	5				1	0			G
	16	Bebidas Mayabeque	Mayabeque	Mayabeque	0	Sicema SQL		SQLA	5				1	0			G
	15	Bebidas Habana	Comercializadora	La Habana	0	Sicema	01/06/2017	DESOFT	1				1	0			G
	14	ASECAR	Oficina Central	La Habana	0	Sicema SQL		SQL	5	128		1		-128			G
	13	EAIL	Almacenes	La Habana	0	Sicema SQL		DISAIC	1				1	0			G
	13	EAIL	Transporte	La Habana	0	Sicema SQL		DISAIC	1				1	0			G
	11	Café	Torrefactora Camagüey	Camaguey	0	Sicema SQL		SQL	5		64		1	64			G
	11	Café	Torrefactora Holguín	Holguín	0	Sicema SQL		SQL	5		64			64			G
	11	Café	Torrefactora Santiago Cuba	Santiago de Cuba	0	Sicema SQL		SQL	5		128		1	128			G
	12	Conservas	Oficina Central	La Habana	0	Sicema SQL		SQL	5	256	512	1		256			G
	12	Conservas	Doña Delicias	La Habana	0	Sicema SQL		SQLA	5	64		1	2	-64			G
	12	Conservas	ConFruVe	La Habana	0	Sicema SQL	01/06/2017	SQLA	5	128		1		-128			G
	12	Conservas	"Aseguramientos ""José Luis Tasende"""	La Habana	0	Sicema	01/06/2017	SQLA	5		128			128			G
	12	Conservas	La Conchita	Pinar del Río	0	Sicema SQL		SQL	5		128			128			G
	12	Conservas	Los Atrevidos	Villa Clara	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	12	Conservas	Sancti Spíritus	Sancti Spíritus	0	Sicema SQL		DESOFT	1	128		1	1	-128			G
	12	Conservas	Ciego de Ávila	Ciego de Ávila	0	Sicema SQL		SQL	5		128		1	128			G
	12	Conservas	Camagüey	Camaguey	0	Sicema SQL		SQL	5	64		1	2	-64			G
	12	Conservas	Turquino	Holguín	0	Sicema SQL		DESOFT	1	64		1	1	-64			G
	12	Conservas	Granma	Granma	0	Sicema SQL		SQLA	5		64			64			G
	12	Conservas	Valle de Caujerí	Guantánamo	0	Sicema SQL		EXCEL	6		64			64			G
	12	Conservas	Santiago	Santiago de Cuba	0	Sicema SQL	01/04/2017	SQLA	5	64		1		-64			G
	13	EAIL	Oficina Central	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	16	Bebidas Mayabeque	Matanzas	Matanzas	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	11	Café	Torrefactora Ciego de Avila	Ciego de Ávila	0	Sicema SQL		SQLA	5		64		1	64			G
	16	Bebidas Mayabeque	Jovellanos	Matanzas	0	Sicema SQL		SQLA	5				1	0			G
	17	Cervecería Guido Perez	Comercializadora de Maltas y Cerveza	La Habana	0	Sicema SQL		DESOFT	1				1	0			G
	20	Cubana del Pan	Dirección Provincial de Cienfuegos	Cienfuegos	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	20	Cubana del Pan	Dirección Provincial de Villa Clara	Villa Clara	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	20	Cubana del Pan	Dirección Provincial de Sancti Spiritus	Sancti Spíritus	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	20	Cubana del Pan	Dirección Provincial de Ciego de Avila	Ciego de Ávila	0	Sicema SQL		DESOFT	1		128		1	128			G
	20	Cubana del Pan	Dirección Provincial de Camaguey	Camaguey	0	Sicema SQL		SQL	5		128		1	128			G
	20	Cubana del Pan	Dirección Provincial de Las Tunas	Las Tunas	0	Sicema SQL		SQL	5	128		1		-128			G
	20	Cubana del Pan	Dirección Provincial de Holguín	Holguín	0	Sicema SQL		DESOFT	1	128		1	1	-128			G
	20	Cubana del Pan	Dirección Provincial de Matanzas	Matanzas	0	Sicema SQL		SQLA	5	128		1	1	-128			G
	20	Cubana del Pan	Dirección Provincial de Granma	Granma	0	Sicema SQL		SQL	5	128		1	1	-128			G
	20	Cubana del Pan	Dirección Provincial de Guantanamo	Guantánamo	0	Sicema	01/05/2017	SQL	5	128		1		-128			G
	20	Cubana del Pan	Dirección del Municipio Especial Isla de la Juventud	Isla de la Juventud	0	Sicema	01/06/2017	SQL	5		128		1	128			G
	21	Molinera	Oficina Central	La Habana	0	Sicema SQL		SQL	5	512		1		-512			G
	21	Molinera	Cereales Turcios Limas	La Habana	0	Sicema SQL	01/08/2017	DESOFT	1				1	0			G
	21	Molinera	Aseguramiento y servicios para la Industria Molinera ( ASIM)	La Habana	0	Sicema SQL		SQL	5	128		1		-128			G
	21	Molinera	Cereales Jose Antonio Echevarría (JAE)	La Habana	0	Sicema SQL	01/08/2017	SQL	5				1	0			G
	21	Molinera	Molinera Confitera Cárdenas.	Matanzas	0	Sicema SQL		SQLA	5	128		2	2	-128			G
	20	Cubana del Pan	Dirección Provincial de Santiago de Cuba	Santiago de Cuba	0	Sicema SQL		SQL	5		128		1	128			G
	20	Cubana del Pan	Dirección Provincial de Pinar del Río	Pinar del Río	0	Sicema SQL		DISAIC	1		128			128			G
	20	Cubana del Pan	Unidad Empresarial de base Productora y Comercializadora Cubana del Pan	La Habana	0	Sicema	01/07/2017	DISAIC	1		128		1	128			G
	20	Cubana del Pan	Dirección Provincial de Programas Especiales	La Habana	0	Sicema	01/06/2017	DISAIC	1	128		1	1	-128			G
	17	Cervecería Guido Perez	Produccion	La Habana	0	Sicema SQL		DESOFT	1	128d				#VALUE!			G
	17	Cervecería Guido Perez	Logistica y Transporte	La Habana	0	Sicema SQL		DESOFT	1	128d				#VALUE!			G
	17	Cervecería Guido Perez	Embotelladora Princesa	Pinar del Río	0	Sicema SQL		DESOFT	1	128d				#VALUE!			G
	18	Aceites Habana	No tiene	La Habana	0			SQL	5	64		1		-64			G
	19	Confitera	Oficina Central	La Habana	0	Sicema SQL		SQL	5	512		1		-512			G
	19	Confitera	Derivados de La Harina Gamby	La Habana	0	Sicema SQL		DISAIC	1	512d	128			#VALUE!			G
	19	Confitera	Chocolateria y Derivados de la Harina Guamá	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	19	Confitera	Aseguramiento y Trasporte	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	19	Confitera	Pastas Alimenticias Vita Nuova	Mayabeque	0	Sicema SQL	01/08/2017	DISAIC	1	64		1		-64			G
	19	Confitera	Pastas Alimenticias Cienfuegos Martha Abreu	Cienfuegos	0	Sicema SQL		SQLA	5		64		1	64			G
	19	Confitera	Confitera Caibarién	Villa Clara	0	Sicema SQL		SQLA	5	512		1	2	-512			G
	19	Confitera	Confitera Camagüey	Camaguey	0	Sicema SQL		SQL	5	64		1	1	-64			G
	19	Confitera	Sorbetos Banes	Holguín	0	Sicema SQL		SQL	5	64		1	1	-64			G
	19	Confitera	Pastas y Caramelos Santiago de Cuba	Santiago de Cuba	0	Sicema SQL		DESOFT	1	64		1	1	-64			G
	19	Confitera	Derivados del Cacao Baracoa	Guantánamo	0	Sicema SQL		SQL	5	64		1	1	-64			G
	20	Cubana del Pan	Oficina Central	La Habana	0	Sicema SQL		DISAIC	1	512		1	3	-512			G
	20	Cubana del Pan	Dirección Provincial de Artemisa y Mayabeque	La Habana	0	Sicema SQL	01/06/2017	DISAIC	1		128			128			G
	17	Cervecería Guido Perez	Oficina Central	La Habana	0	Sicema SQL		DESOFT	1	128	512	1		384			G
	21	Molinera	Cereales Cienfuegos	Cienfuegos	0	Sicema SQL		SQLA	5	64		1	3	-64			G
	11	Café	Torrefactora Santi Spiritus	Sancti Spíritus	0	Sicema SQL		SQLA	5		64		1	64			G
	11	Café	Torrefactora Villa Clara	Villa Clara	0	Sicema SQL		SQLA	5		64		1	64			G
	6	Lácteos Artemisa	Oficina Central	Artemisa	0	Sicema SQL		DESOFT	1	128		1		-128			G
	6	Lácteos Artemisa	Aseguramiento	Artemisa	0	Sicema SQL		DESOFT	1					0			G
	6	Lácteos Artemisa	Bahía Honda	Artemisa	1	Sicema	01/05/2017	DESOFT	1				1	0			G
	6	Lácteos Artemisa	Santa Cruz	Artemisa	1	Sicema	01/04/2017	DESOFT	1				1	0			G
	6	Lácteos Artemisa	Guanajay	Artemisa	1	Sicema	01/04/2017	DESOFT	1					0			G
	6	Lácteos Artemisa	Balkán	Artemisa	0	Sicema SQL		DESOFT	1				1	0			G
	6	Lácteos Artemisa	Chocolé	Artemisa	0	Sicema SQL		DESOFT	1				1	0			G
	5	PESCARIO	La Paila	Artemisa	0	Siscomip	01/09/2017	SQL	5				1	0			G
	6	Lácteos Artemisa	Servicios Generales	Artemisa	0	Sicema SQL		DESOFT	1					0			G
	7	Cárnica Tauro	Comercializadora en CUC	La Habana	0	Sicema SQL		BKMIS	1				2	0			G
	7	Cárnica Tauro	Comercializadora en MN	La Habana	0	Sicema SQL		BKMIS	1				1	0			G
	7	Cárnica Tauro	El Miño	La Habana	0	Sicema SQL		BKMIS	1				1	0			G
	7	Cárnica Tauro	Española I	La Habana	0	Sicema SQL		BKMIS	1				1	0			G
	7	Cárnica Tauro	Abel Santamaria	La Habana	0	Sicema SQL		BKMIS	1				1	0			G
	7	Cárnica Tauro	Transporte, Aseguramiento y Servicios	La Habana	0	Sicema SQL		BKMIS	1				1	0			G
	7	Cárnica Tauro	Matadero San Pedrito	Artemisa	0	Sicema SQL		BKMIS	1				1	0			G
	7	Cárnica Tauro	Oficina Central	La Habana	0	Sicema SQL		BKMIS	1	128		1		-128			G
	5	PESCARIO	Industria San Cristóbal	Artemisa	0	Siscomip	01/09/2017	SQL	5				1	0			G
	5	PESCARIO	La Juventud	Pinar del Río	0	Siscomip	01/09/2017	SQL	5				1	0			G
	5	PESCARIO	Industria y Distribición	Pinar del Río	0	Siscomip	01/09/2017	SQL	5				1	0			G
	3	Bebidas Pinar del Río	Ventas	Pinar del Río	0	Sicema SQL		SQL	5				1	0			G
	3	Bebidas Pinar del Río	Transporte y Servicios	Pinar del Río	0	Sicema SQL		SQL	5				1	0			G
	3	Bebidas Pinar del Río	Servicios “Los Portales”	Pinar del Río	0	Sicema SQL		SQL	5				1	0			G
	3	Bebidas Pinar del Río	Artemisa	Artemisa	0	Sicema SQL		SQL	5				1	0			G
	4	EPICOL	Oficina Central	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5	512		1		-512			G
	4	EPICOL	Extractiva Coloma	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5	512d				#VALUE!			G
	4	EPICOL	Aseguramiento	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5	512d				#VALUE!			G
	4	EPICOL	Industria	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5	512d				#VALUE!			G
	4	EPICOL	Pesquerta Boca de Galafre	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5		256			256			G
	4	EPICOL	Pesquera Cortés	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5				1	0			G
	4	EPICOL	PESQUERA Arroyos de Mantua	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5				1	0			G
	4	EPICOL	Pesquera Puerto Esperanza	Pinar del Río	0	Sicema SQL	01/05/2017	SQL	5				1	0			G
	4	EPICOL	Morrillo	Artemisa	0	Siscomip	01/05/2017	SQL	5					0			G
	5	PESCARIO	Oficina Central	Pinar del Río	0	Siscomip	01/09/2017	SQL	5	128		1		-128			G
	5	PESCARIO	Extractiva P.del Río	Pinar del Río	0	Siscomip	01/09/2017	SQL	5				1	0			G
	5	PESCARIO	Comercializadora	Pinar del Río	0	Siscomip	01/09/2017	SQL	5				1	0			G
	5	PESCARIO	Aseguramiento	Pinar del Río	0	Siscomip	01/09/2017	SQL	5				1	0			G
	8	Cárnica Habana	Oficina Central	La Habana	0	Sicema SQL		CITMATEL	1	128		1		-128			G
	11	Café	Torrefactora Cienfuegos	Cienfuegos	0	Sicema SQL		SQLA	5		64		1	64			G
	8	Cárnica Habana	"Empacadora ""Camilo Cienfuegos"""	La Habana	0	Sicema	01/06/2017	CITMATEL	1					0			G
	8	Cárnica Habana	Cárnico Wajay	La Habana	0	Sicema	01/06/2017	CITMATEL	1					0			G
	10	C. Lácteos Habana	Ventas	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Mantenimiento y Servicios Automotor	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Servicios Industriales	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Servicios Alimentarios, Recreativos y Culturales	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Laboratorio Central	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Queso Nazareno	Mayabeque	0	Sicema SQL		VERSAT	1		64			64			G
	10	C. Lácteos Habana	Aigibe	Mayabeque	0	Sicema SQL		VERSAT	1	256		1		-256			G
	10	C. Lácteos Habana	Aseguramiento	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	11	Café	Oficina Central	La Habana	0	Sicema SQL		DESOFT	1	128		1		-128			G
	11	Café	Torrefactora 8 Vías	La Habana	0	Sicema SQL		SQLA	5	64		1	1	-64			G
	11	Café	Torrefactora Café Selectos	La Habana	0	Sicema SQL		SQLA	5		64		1	64			G
	11	Café	Servicio y Catacion	La Habana	0	Sicema	01/04/2017	SQLA	5		256			256			G
	11	Café	Aseguramiento, Servicios y Transporte	La Habana	0	Sicema SQL		SQLA	5	128		1		-128			G
	11	Café	Torrefactora Pinar	Pinar del Río	0	Sicema	01/04/2017	SQL	5	64		1		-64			G
	11	Café	Torrefactora Artemisa	Artemisa	2	Sicema	01/04/2017	SQLA	5		64		1	64			G
	11	Café	Torrefactora Matanzas	Matanzas	0	Sicema SQL		SQLA	5		64		1	64			G
	11	Café	Torrefactora Regil	La Habana	0	Sicema SQL		SQLA	5	128		1		-128			G
	10	C. Lácteos Habana	Comercializadora en Divisas	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Queso Crema Managua	La Habana	0	Sicema SQL		VERSAT	1		128			128			G
	10	C. Lácteos Habana	Combinado	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	8	Cárnica Habana	Frigorífico El Calvario	La Habana	0	Sicema SQL	01/07/2017	CITMATEL	1					0			G
	8	Cárnica Habana	Frigorífico Puerto	La Habana	0	Sicema SQL	01/07/2017	CITMATEL	1					0			G
	8	Cárnica Habana	Base Transporte Iván Morejón	La Habana	0	Sicema SQL	01/07/2017	CITMATEL	1					0			G
	8	Cárnica Habana	Empacadora INDAL	La Habana	0	Sicema SQL	01/07/2017	CITMATEL	1					0			G
	9	Lácteos Coppelia	Oficina Central	La Habana	0	Sicema SQL		DISAIC	1	512		1		-512			G
	9	Lácteos Coppelia	Fábrica de Helados Coppelia	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	9	Lácteos Coppelia	Fábrica de Quesos Siboney	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	9	Lácteos Coppelia	Fernando Chenard Piña	La Habana	0	Sicema SQL		DISAIC	1					0			G
	9	Lácteos Coppelia	Taller Mini -planta	La Habana	0	Sicema SQL		DISAIC	1					0			G
	9	Lácteos Coppelia	Comercializadora Guarina	La Habana	0	Sicema SQL		DISAIC	1					0			G
	9	Lácteos Coppelia	Fábrica de yogurt Beatriz	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	9	Lácteos Coppelia	Aseguramiento y Transporte	La Habana	0	Sicema SQL		DISAIC	1	128		1		-128			G
	10	C. Lácteos Habana	Oficina Central	La Habana	0	Sicema SQL		VERSAT	1	512		1		-512			G
	10	C. Lácteos Habana	Queso y Mezcla Física	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
	10	C. Lácteos Habana	Helados	La Habana	0	Sicema SQL		VERSAT	1	512d				#VALUE!			G
